"","Plot.Code","Census.No","m.rates.annual","region"
"463","NOU-10",4,0.0316204125339833,"1AMA_GuSh"
"464","NOU-GP1",2,0.0181924373785346,"1AMA_GuSh"
"465","NOU-GP1",3,0.0141951058074676,"1AMA_GuSh"
"466","NOU-GP1",4,0.0197187320649516,"1AMA_GuSh"
"467","NOU-PP",2,0.014259611808524,"1AMA_GuSh"
"468","NOU-PP",3,0.0100621438764623,"1AMA_GuSh"
"469","NOU-PP",4,0.0132809793155348,"1AMA_GuSh"
"470","NXV-09",2,0.0373407210658603,"4AMA_BrSh"
"471","OTT-01",2,0.0209677644664266,"4AMA_BrSh"
"472","OTT-01",3,0.0223120405982951,"4AMA_BrSh"
"473","PAK-01",4,0.0305971387618459,"3AMA_W"
"474","PAK-02",5,0.0194524169053497,"3AMA_W"
"475","PAR-01",2,0.0469145747400268,"1AMA_GuSh"
"476","PAR-01",3,0.0292624228917653,"1AMA_GuSh"
"477","PAR-01",4,0.013233743468271,"1AMA_GuSh"
"478","PAR-02",2,0.0164817327826439,"1AMA_GuSh"
"479","PAR-02",3,0.0207809857902613,"1AMA_GuSh"
"480","PAR-02",4,0.0113206850993478,"1AMA_GuSh"
"481","PAR-03",2,0.0178545556608177,"1AMA_GuSh"
"482","PAR-03",3,0.0218330190121162,"1AMA_GuSh"
"483","PAR-03",4,0.0137133497517496,"1AMA_GuSh"
"484","PAR-04",2,0.0121055189437458,"1AMA_GuSh"
"485","PAR-04",3,0.00812938643630934,"1AMA_GuSh"
"486","PAR-04",4,0.0144612309769914,"1AMA_GuSh"
"487","PEA-03",2,0.0107934243900448,"4AMA_BrSh"
"488","PEA-04",2,0.0316880223990706,"4AMA_BrSh"
"489","PEA-05",2,0.0191086550701907,"4AMA_BrSh"
"490","PEA-06",2,0.10772386928289,"4AMA_BrSh"
"491","PEA-07",2,0.058261739909432,"4AMA_BrSh"
"492","PEA-08",2,0.0459356529476164,"4AMA_BrSh"
"493","PIB-10cm",2,0.00559921025949517,"1AMA_GuSh"
"494","PIB-10cm",3,0.0134234275367505,"1AMA_GuSh"
"495","PIB-10cm",4,0.00905751529367727,"1AMA_GuSh"
"496","PIB-10cm",5,0.00560329211900301,"1AMA_GuSh"
"497","PIB-10cm",6,0.0140122659366729,"1AMA_GuSh"
"498","PIB-10cm",7,0.00472425759958672,"1AMA_GuSh"
"499","PNY-03",2,0.0146168827414728,"3AMA_W"
"500","PNY-03",3,0.0509254490387996,"3AMA_W"
"501","PNY-03",4,0.0308607658589617,"3AMA_W"
"502","PNY-04",2,0.0462461904037438,"3AMA_W"
"503","PNY-04",3,0.0421373630045461,"3AMA_W"
"504","PNY-04",4,0.0299892364471656,"3AMA_W"
"505","PNY-05",2,0.0132279641538358,"3AMA_W"
"506","PNY-05",3,0.0170323291040496,"3AMA_W"
"507","PNY-05",4,0.0197153555257057,"3AMA_W"
"508","PNY-06",2,0.00995450812820364,"3AMA_W"
"509","PNY-06",3,0.0318929504084777,"3AMA_W"
"510","PNY-06",4,0.0247233452642501,"3AMA_W"
"511","PNY-07",2,0.0260444347512917,"3AMA_W"
"512","PNY-07",3,0.0307709376819977,"3AMA_W"
"513","PNY-07",4,0.019067769385085,"3AMA_W"
"514","POR-01",2,0.0146295499310238,"3AMA_W"
"515","POR-01",3,0.0212251282980003,"3AMA_W"
"516","POR-01",4,0.0205250334861589,"3AMA_W"
"517","POR-01",5,0.0276601630309662,"3AMA_W"
"518","POR-01",6,0.0320912892970936,"3AMA_W"
"519","POR-01",7,0.0154703427348086,"3AMA_W"
"520","POR-02",3,0.0283125011510562,"3AMA_W"
"521","POR-02",4,0.0245288655390016,"3AMA_W"
"522","POR-02",5,0.0264294731667856,"3AMA_W"
"523","POR-02",6,0.0357411833277006,"3AMA_W"
"524","PPB-01",2,0.0228271885518552,"2AMA_EC"
"525","PPB-02",2,0.0156722808536021,"2AMA_EC"
"526","PPB-03",2,0.0264753341274927,"2AMA_EC"
"527","PTB-01",2,0.0174063500453134,"2AMA_EC"
"528","PTB-02",2,0.020848737654353,"2AMA_EC"
"529","PTN-01",2,0.0144310045579474,"3AMA_W"
"530","PTN-01",3,0.0251391386953852,"3AMA_W"
"531","RCS-01",2,0.0148942313791572,"3AMA_W"
"532","RCS-05",2,0.0264147181526491,"3AMA_W"
"533","RET-05",2,0.0181281566582739,"3AMA_W"
"534","RET-05",3,0.0138779237546021,"3AMA_W"
"535","RET-05",4,0.0262006078271186,"3AMA_W"
"536","RET-05",5,0.0209142541706144,"3AMA_W"
"537","RET-05",6,0.0251038685014137,"3AMA_W"
"538","RET-05",7,0.0152762245107447,"3AMA_W"
"539","RET-05",8,0.0129613228491877,"3AMA_W"
"540","RET-05",9,0.0121929843206464,"3AMA_W"
"541","RET-06",2,0.0269763442594115,"3AMA_W"
"542","RET-06",3,0.010437476012833,"3AMA_W"
"543","RET-06",4,0.0189855948883308,"3AMA_W"
"544","RET-06",5,0.00995073276516178,"3AMA_W"
"545","RET-06",6,0.0225643828656333,"3AMA_W"
"546","RET-06",7,0.0234867149107529,"3AMA_W"
"547","RET-06",8,0.0189867087089831,"3AMA_W"
"548","RET-06",9,0.0264669255475428,"3AMA_W"
"549","RET-08",2,0.0228111528789874,"3AMA_W"
"550","RET-08",3,0.0156705726281067,"3AMA_W"
"551","RET-08",4,0.0103209862781384,"3AMA_W"
"552","RET-08",5,0.0196984524976416,"3AMA_W"
"553","RET-08",6,0.0139793483095585,"3AMA_W"
"554","RET-08",7,0.0287783530007126,"3AMA_W"
"555","RET-08",8,0.0123530331099149,"3AMA_W"
"556","RET-08",9,0.0190068374914002,"3AMA_W"
"557","RET-09",2,0.0104276935848678,"3AMA_W"
"558","RET-09",3,0.00450726476473118,"3AMA_W"
"559","RET-09",4,0.0206876878637658,"3AMA_W"
"560","RET-09",5,0.0147864796080835,"3AMA_W"
"561","RET-09",6,0.0064275163988684,"3AMA_W"
"562","RET-09",7,0.0230219112860219,"3AMA_W"
"563","RET-09",8,0.00891024591759704,"3AMA_W"
"564","RET-09",9,0.0183583404438279,"3AMA_W"
"565","RFH-01",2,0.0265973180064971,"3AMA_W"
"566","RFH-01",3,0.0367244747106358,"3AMA_W"
"567","RFH-01",4,0.0346411387313635,"3AMA_W"
"568","RIO-03",14,0.0139285375762931,"1AMA_GuSh"
"569","RIO-03",15,0.0052774707519806,"1AMA_GuSh"
"570","RIO-03",16,0.0129160462986253,"1AMA_GuSh"
"571","RIO-03",17,0.00613874033986916,"1AMA_GuSh"
"572","RIO-03",18,0.00576001063719223,"1AMA_GuSh"
"573","RIO-03",19,0.0111794497339321,"1AMA_GuSh"
"574","RIO-03",20,0.0110346095686672,"1AMA_GuSh"
"575","RIO-03",21,0.00998224374600409,"1AMA_GuSh"
"576","RIO-03",22,0.0424035121066563,"1AMA_GuSh"
"577","RIO-03",23,0.013206089354542,"1AMA_GuSh"
"578","RIO-03",24,0.00734588409302295,"1AMA_GuSh"
"579","RIO-03",25,0.012566376459656,"1AMA_GuSh"
"580","RST-01",2,0.0136111948204248,"3AMA_W"
"581","RST-01",3,0.0203903099695496,"3AMA_W"
"582","RST-01",4,0.028100977325105,"3AMA_W"
"583","RST-01",5,0.0188061357843879,"3AMA_W"
"584","SAA-01",2,0.0243038981457319,"4AMA_BrSh"
"585","SAA-01",3,0.0242309074146947,"4AMA_BrSh"
"586","SAA-02",2,0.0284210625870623,"4AMA_BrSh"
"587","SAT-01",2,0.0138467379898225,"4AMA_BrSh"
"588","SCR-04",3,0.0136289703874638,"1AMA_GuSh"
"589","SCR-04",4,0.0110520091643846,"1AMA_GuSh"
"590","SCR-05",3,0.00737664657563597,"1AMA_GuSh"
"591","SCR-05",4,0.0236526257309113,"1AMA_GuSh"
"592","SCT-01",2,0.0296156534637471,"3AMA_W"
"593","SCT-01",3,0.0268905447471195,"3AMA_W"
"594","SCT-01",4,0.02519164320163,"3AMA_W"
"595","SCT-01",5,0.0276971485138142,"3AMA_W"
"596","SCT-01",6,0.0233207967871586,"3AMA_W"
"597","SCT-06",2,0.045320667081586,"3AMA_W"
"598","SCT-06",3,0.0604306187000431,"3AMA_W"
"599","SCT-06",4,0.0243717634008294,"3AMA_W"
"600","SCT-06",5,0.0221100330446719,"3AMA_W"
"601","SCT-06",6,0.0255151092926483,"3AMA_W"
"602","SMT-02",2,0.0177186751309651,"4AMA_BrSh"
"603","SMT-02",3,0.034487455769065,"4AMA_BrSh"
"604","SMT-02",4,0.0291689607311219,"4AMA_BrSh"
"605","SMT-03",2,0.0040268033094647,"4AMA_BrSh"
"606","SMT-03",3,0.00721375648702161,"4AMA_BrSh"
"607","SMT-03",4,0.0231485718587862,"4AMA_BrSh"
"608","SUC-01",2,0.0201106340505448,"3AMA_W"
"609","SUC-01",3,0.0165468643606682,"3AMA_W"
"610","SUC-01",4,0.0235880815065407,"3AMA_W"
"611","SUC-01",5,0.0118043844856661,"3AMA_W"
"612","SUC-01",6,0.0212854255361157,"3AMA_W"
"613","SUC-01",7,0.0160434984717776,"3AMA_W"
"614","SUC-01",8,0.021515037701696,"3AMA_W"
"615","SUC-02",2,0.0209543680402952,"3AMA_W"
"616","SUC-02",3,0.0271867994682282,"3AMA_W"
"617","SUC-02",4,0.0220991634650342,"3AMA_W"
"618","SUC-02",5,0.0170575377012012,"3AMA_W"
"619","SUC-02",6,0.0141623376163562,"3AMA_W"
"620","SUC-02",7,0.024302747413019,"3AMA_W"
"621","SUC-02",8,0.0209461712358816,"3AMA_W"
"622","SUC-03",2,0.022627289270756,"3AMA_W"
"623","SUC-03",3,0.0311198608649779,"3AMA_W"
"624","SUC-03",4,0.0166315526205157,"3AMA_W"
"625","SUC-03",5,0.032760721889843,"3AMA_W"
"626","SUC-04",2,0.0211135389413716,"3AMA_W"
"627","SUC-04",3,0.00851650822443339,"3AMA_W"
"628","SUC-04",4,0.0111213854600889,"3AMA_W"
"629","SUC-04",5,0.0166347680618506,"3AMA_W"
"630","SUC-04",6,0.0185499627086296,"3AMA_W"
"631","SUC-05",2,0.0191097813930893,"3AMA_W"
"632","SUC-05",3,0.0127633400224625,"3AMA_W"
"633","SUC-05",4,0.0160599388156256,"3AMA_W"
"634","SUC-05",5,0.0196661846596354,"3AMA_W"
"635","SUC-05",6,0.0185667156481643,"3AMA_W"
"636","TAM-01",10,0.0201500193337925,"3AMA_W"
"637","TAM-01",11,0.0157194747971582,"3AMA_W"
"638","TAM-01",2,0.0239804331289346,"3AMA_W"
"639","TAM-01",3,0.0229512262411704,"3AMA_W"
"640","TAM-01",4,0.0171409133764042,"3AMA_W"
"641","TAM-01",5,0.029438595085197,"3AMA_W"
"642","TAM-01",6,0.0138216653973968,"3AMA_W"
"643","TAM-01",7,0.0182602912349248,"3AMA_W"
"644","TAM-01",8,0.0175459856913903,"3AMA_W"
"645","TAM-01",9,0.0137388661819006,"3AMA_W"
"646","TAM-02",10,0.0136282944344616,"3AMA_W"
"647","TAM-02",11,0.0205979295567944,"3AMA_W"
"648","TAM-02",12,0.0293859764342231,"3AMA_W"
"649","TAM-02",13,0.0101143566522455,"3AMA_W"
"650","TAM-02",3,0.0133951697207564,"3AMA_W"
"651","TAM-02",4,0.00932513603127383,"3AMA_W"
"652","TAM-02",5,0.0195842100857593,"3AMA_W"
"653","TAM-02",6,0.0187335873999025,"3AMA_W"
"654","TAM-02",7,0.0134938164107494,"3AMA_W"
"655","TAM-02",8,0.0141889045057535,"3AMA_W"
"656","TAM-02",9,0.0227760703852403,"3AMA_W"
"657","TAM-05",10,0.0175177095057685,"3AMA_W"
"658","TAM-05",11,0.0203221478168281,"3AMA_W"
"659","TAM-05",12,0.0235237259084944,"3AMA_W"
"660","TAM-05",2,0.0159720944569934,"3AMA_W"
"661","TAM-05",3,0.0248268902417218,"3AMA_W"
"662","TAM-05",4,0.0262453142083772,"3AMA_W"
"663","TAM-05",5,0.0235001279476786,"3AMA_W"
"664","TAM-05",6,0.0150629737964452,"3AMA_W"
"665","TAM-05",7,0.0359548380951265,"3AMA_W"
"666","TAM-05",8,0.0211175766750638,"3AMA_W"
"667","TAM-05",9,0.0130841121495328,"3AMA_W"
"668","TAM-06",10,0.0158094646386181,"3AMA_W"
"669","TAM-06",11,0.013742553224475,"3AMA_W"
"670","TAM-06",2,0.0164652072950966,"3AMA_W"
"671","TAM-06",3,0.0114141448206325,"3AMA_W"
"672","TAM-06",4,0.0184590806689148,"3AMA_W"
"673","TAM-06",5,0.0135837578341598,"3AMA_W"
"674","TAM-06",6,0.0155972609366133,"3AMA_W"
"675","TAM-06",7,0.00733969329491768,"3AMA_W"
"676","TAM-06",8,0.0113821138211382,"3AMA_W"
"677","TAM-06",9,0.0169103164045529,"3AMA_W"
"678","TAM-07",10,0.0176350164018644,"3AMA_W"
"679","TAM-07",3,0.0209025305508865,"3AMA_W"
"680","TAM-07",4,0.0279004272474731,"3AMA_W"
"681","TAM-07",5,0.0280364056528268,"3AMA_W"
"682","TAM-07",6,0.024472197084731,"3AMA_W"
"683","TAM-07",7,0.0250693613600017,"3AMA_W"
"684","TAM-07",8,0.0313493941933672,"3AMA_W"
"685","TAM-07",9,0.0298047139553168,"3AMA_W"
"686","TAM-08",2,0.0173623027457286,"3AMA_W"
"687","TAM-08",3,0.0209636776465898,"3AMA_W"
"688","TAM-08",4,0.0264271448760073,"3AMA_W"
"689","TAM-08",5,0.0284257460522366,"3AMA_W"
"690","TAM-08",6,0.0250286422185563,"3AMA_W"
"691","TAM-09",2,0.0112384712311793,"3AMA_W"
"692","TAM-09",3,0,"3AMA_W"
"693","TAM-09",4,0.0409334817642668,"3AMA_W"
"694","TAM-09",5,0.0370831495073706,"3AMA_W"
"695","TAN-02",2,0.0440077447267571,"4AMA_BrSh"
"696","TAN-02",3,0.0241861771948014,"4AMA_BrSh"
"697","TAN-02",4,0.0362760080134835,"4AMA_BrSh"
"698","TAN-03",2,0.0203614208796588,"4AMA_BrSh"
"699","TAN-03",3,0.0348427027817805,"4AMA_BrSh"
"700","TAN-03",4,0.0614094636271848,"4AMA_BrSh"
"701","TAN-04",2,0.0356380869191611,"4AMA_BrSh"
"702","TAN-04",3,0.0433437684807494,"4AMA_BrSh"
"703","TAN-04",4,0.0308855963177084,"4AMA_BrSh"
"704","TAP-01",2,0.00675439901659214,"2AMA_EC"
"705","TAP-01",3,0.00668171098435544,"2AMA_EC"
"706","TAP-02",2,0.00816775908857104,"2AMA_EC"
"707","TAP-02",3,0.004953302316689,"2AMA_EC"
"708","TAP-03",2,0.00938230485326119,"2AMA_EC"
"709","TAP-03",3,0.00694198046894767,"2AMA_EC"
"710","TEC-01",10,0.0133649992423587,"2AMA_EC"
"711","TEC-01",11,0.00716413751904155,"2AMA_EC"
"712","TEC-01",2,0.022824639118698,"2AMA_EC"
"713","TEC-01",3,0.0244593195170045,"2AMA_EC"
"714","TEC-01",4,0.0135731808795555,"2AMA_EC"
"715","TEC-01",5,0.00953171960358234,"2AMA_EC"
"716","TEC-01",6,0.0178808062532227,"2AMA_EC"
"717","TEC-01",7,0.00225980003704762,"2AMA_EC"
"718","TEC-01",8,0.0109186866686278,"2AMA_EC"
"719","TEC-01",9,0.0019603654033864,"2AMA_EC"
"720","TEC-02",10,0.00532329981843394,"2AMA_EC"
"721","TEC-02",11,0.00668745855918729,"2AMA_EC"
"722","TEC-02",2,0.00201210887390768,"2AMA_EC"
"723","TEC-02",3,0.00378113344178166,"2AMA_EC"
"724","TEC-02",4,0.00349311786527373,"2AMA_EC"
"725","TEC-02",5,0.00735754375627973,"2AMA_EC"
"726","TEC-02",6,0.00560870999694241,"2AMA_EC"
"727","TEC-02",7,0.00636592293475857,"2AMA_EC"
"728","TEC-02",8,0.00205738662017374,"2AMA_EC"
"729","TEC-02",9,0.00372395137783033,"2AMA_EC"
"730","TEC-03",10,0.014829306849099,"2AMA_EC"
"731","TEC-03",11,0.00270716179833386,"2AMA_EC"
"732","TEC-03",2,0.00678733752622773,"2AMA_EC"
"733","TEC-03",3,0.00867231668304969,"2AMA_EC"
"734","TEC-03",4,0.00834442483564291,"2AMA_EC"
"735","TEC-03",5,0.00814200710062685,"2AMA_EC"
"736","TEC-03",6,0.0111822083900118,"2AMA_EC"
"737","TEC-03",7,0.0146907245441489,"2AMA_EC"
"738","TEC-03",8,0.00483501626135685,"2AMA_EC"
"739","TEC-03",9,0.00437866792617381,"2AMA_EC"
"740","TEC-04",10,0.0183638845870558,"2AMA_EC"
"741","TEC-04",11,0.0128610144457115,"2AMA_EC"
"742","TEC-04",2,0.0109071527138395,"2AMA_EC"
"743","TEC-04",3,0.00647863422546946,"2AMA_EC"
"744","TEC-04",4,0.0199305189562845,"2AMA_EC"
"745","TEC-04",5,0.0117430873413522,"2AMA_EC"
"746","TEC-04",6,0.00415013568254474,"2AMA_EC"
"747","TEC-04",7,0.0202082658944405,"2AMA_EC"
"748","TEC-04",8,0.0157564201367247,"2AMA_EC"
"749","TEC-04",9,0.0226314105447893,"2AMA_EC"
"750","TEC-05",10,0.0217629301415652,"2AMA_EC"
"751","TEC-05",11,0.00680395672475265,"2AMA_EC"
"752","TEC-05",2,0.00190086069154138,"2AMA_EC"
"753","TEC-05",3,0.0157170988927804,"2AMA_EC"
"754","TEC-05",4,0.00866658617789384,"2AMA_EC"
"755","TEC-05",5,0.00366300443482392,"2AMA_EC"
"756","TEC-05",6,0.00953816631279669,"2AMA_EC"
"757","TEC-05",7,0.0101457149904225,"2AMA_EC"
"758","TEC-05",8,0.00608801269324288,"2AMA_EC"
"759","TEC-05",9,0.00553314281034745,"2AMA_EC"
"760","TEC-06",10,0.0165999801441028,"2AMA_EC"
"761","TEC-06",11,0.0153436261649629,"2AMA_EC"
"762","TEC-06",2,0.0113642700685271,"2AMA_EC"
"763","TEC-06",3,0.0175303202488296,"2AMA_EC"
"764","TEC-06",4,0.0119727926925329,"2AMA_EC"
"765","TEC-06",5,0.0083401496313884,"2AMA_EC"
"766","TEC-06",6,0.00428338933620254,"2AMA_EC"
"767","TEC-06",7,0.045256257343247,"2AMA_EC"
"768","TEC-06",8,0.00953287839570349,"2AMA_EC"
"769","TEC-06",9,0.0101152814404796,"2AMA_EC"
"770","TEM-01",10,0.00342124215707651,"2AMA_EC"
"771","TEM-01",2,0.0324269129561302,"2AMA_EC"
"772","TEM-01",3,0.0241008050071144,"2AMA_EC"
"773","TEM-01",4,0.0104102518997223,"2AMA_EC"
"774","TEM-01",5,0.0209571863706007,"2AMA_EC"
"775","TEM-01",6,0.0104999551813323,"2AMA_EC"
"776","TEM-01",7,0,"2AMA_EC"
"777","TEM-01",8,0.00170054289422894,"2AMA_EC"
"778","TEM-01",9,0.0315134189257191,"2AMA_EC"
"779","TEM-03",10,0.0179322171834211,"2AMA_EC"
"780","TEM-03",2,0.00594978716394023,"2AMA_EC"
"781","TEM-03",3,0.0122079803411921,"2AMA_EC"
"782","TEM-03",4,0.0115956272131558,"2AMA_EC"
"783","TEM-03",5,0.00621584240508744,"2AMA_EC"
"784","TEM-03",6,0.00886840839490066,"2AMA_EC"
"785","TEM-03",7,0,"2AMA_EC"
"786","TEM-03",8,0.00153997188047461,"2AMA_EC"
"787","TEM-03",9,0.0182572689743027,"2AMA_EC"
"788","TEM-04",10,0.037803911749996,"2AMA_EC"
"789","TEM-04",2,0.0121535247234513,"2AMA_EC"
"790","TEM-04",3,0.0152143704761292,"2AMA_EC"
"791","TEM-04",4,0,"2AMA_EC"
"792","TEM-04",5,0.0178474726013168,"2AMA_EC"
"793","TEM-04",6,0.0174258512179061,"2AMA_EC"
"794","TEM-04",7,0.00355131283118859,"2AMA_EC"
"795","TEM-04",8,0,"2AMA_EC"
"796","TEM-04",9,0.00165145130751521,"2AMA_EC"
"797","TEM-05",10,0.0145079421188039,"2AMA_EC"
"798","TEM-05",2,0.011056138673685,"2AMA_EC"
"799","TEM-05",3,0.0374942577035459,"2AMA_EC"
"800","TEM-05",4,0.0391104738863188,"2AMA_EC"
"801","TEM-05",5,0.028948652228873,"2AMA_EC"
"802","TEM-05",6,0.0236908677064636,"2AMA_EC"
"803","TEM-05",7,0.016609565296816,"2AMA_EC"
"804","TEM-05",8,0.00662158370194765,"2AMA_EC"
"805","TEM-05",9,0.0181488718562219,"2AMA_EC"
"806","TEM-06",2,0.0119166112164621,"2AMA_EC"
"807","TEM-06",3,0.012895344429796,"2AMA_EC"
"808","TEM-06",4,0.0118161400645603,"2AMA_EC"
"809","TEM-06",5,0.011177282442839,"2AMA_EC"
"810","TEM-06",6,0.0145019987224136,"2AMA_EC"
"811","TEM-06",7,0.0157421294166131,"2AMA_EC"
"812","TEM-06",8,0.0131421073425209,"2AMA_EC"
"813","TEM-06",9,0.0220248658479223,"2AMA_EC"
"814","TIP-02",2,0.0178794623651707,"3AMA_W"
"815","TIP-02",3,0.016076903789464,"3AMA_W"
"816","TIP-02",4,0.014899252686415,"3AMA_W"
"817","TIP-02",5,0.0149281499218459,"3AMA_W"
"818","TIP-03",2,0.0230642480816716,"3AMA_W"
"819","TIP-03",3,0.0269383795872775,"3AMA_W"
"820","TIP-03",4,0.0167355343934872,"3AMA_W"
"821","TIP-03",5,0.0190113099202825,"3AMA_W"
"822","TUC-01",2,0.00543708849324365,"3AMA_W"
"823","TUC-01",3,0.00731011332598286,"3AMA_W"
"824","TUC-01",4,0.0100897126593305,"3AMA_W"
"825","VCR-01",2,0.0120379040260619,"4AMA_BrSh"
"826","VCR-01",3,0.0139091029199372,"4AMA_BrSh"
"827","VCR-01",4,0.0247632603621156,"4AMA_BrSh"
"828","VCR-01",5,0.032402750950544,"4AMA_BrSh"
"829","VCR-01",6,0.0484391236263521,"4AMA_BrSh"
"830","VCR-01",7,0.0224414989836854,"4AMA_BrSh"
"831","VCR-01",8,0.00349119504183015,"4AMA_BrSh"
"832","VCR-04",2,0.0773170810377121,"4AMA_BrSh"
"833","YAN-01",10,0.0653281515991303,"3AMA_W"
"834","YAN-01",2,0.0233328967835429,"3AMA_W"
"835","YAN-01",3,0.0363416298054328,"3AMA_W"
"836","YAN-01",4,0.0222242487062824,"3AMA_W"
"837","YAN-01",5,0.0335156463869464,"3AMA_W"
"838","YAN-01",6,0.0295916943928236,"3AMA_W"
"839","YAN-01",7,0.0200021907480316,"3AMA_W"
"840","YAN-01",8,0.0219980186631971,"3AMA_W"
"841","YAN-01",9,0.0188655329698948,"3AMA_W"
"842","YAN-02",2,0.0142063476281554,"3AMA_W"
"843","YAN-02",3,0.0117767732615872,"3AMA_W"
"844","YAN-02",4,0.0138259457862693,"3AMA_W"
"845","YAN-02",5,0.0230665842538779,"3AMA_W"
"846","ZAR-01",2,0.0127540851829745,"3AMA_W"
"847","ZAR-01",3,0.0140745370249398,"3AMA_W"
"848","ZAR-02",2,0.0137150611806227,"3AMA_W"
"849","ZAR-02",3,0.00411781673688116,"3AMA_W"
"850","ZAR-02",4,0.0281967421328596,"3AMA_W"
"851","ZAR-03",2,0.0151122093621581,"3AMA_W"
"852","ZAR-03",3,0.0190844598009172,"3AMA_W"
"853","ZAR-03",4,0.011887143139133,"3AMA_W"
"854","ZAR-04",2,0.0210907749252343,"3AMA_W"
"855","ZAR-04",3,0.0224557086742351,"3AMA_W"
